c5185854-1822-4a02-a29a-256f9232a119,All Over
caeafc05-e438-49d2-a3bd-ffa7e5128961,Biohazard/Chemical
928d89d5-1b13-469a-8890-0871549fba1b,Burn
27997351-f875-4c06-871b-1484ff631f50,Burn - Engine
03df1aca-9b72-4b43-9f79-1341d44f323a,Burn - Interior
229bd32a-2f32-4a5a-a13c-ae877acad86a,Damage History
1182a4fa-db3f-48e3-9d69-e07ea68e10ae,Frame Damage
c31bddb5-fa6f-4df4-803b-718f6f6584d2,Front End
97b3ffb0-4f26-4781-9943-ff7084c5c253,Hail
e5612b29-ef00-40d4-af27-6ee516b78da9,Mechanical
06d2f977-548a-405d-aceb-474a5372270c,Minor Dent/Scratches
68f7d9ed-908e-44c8-9bcf-238b6c5daa13,Missing/Altered VIN
0019fa84-d2f5-442b-9df4-f07ef7f7014b,Normal Wear
f2062a7b-6d9e-44ba-b05d-6c475ee7bec0,Partial Repair
754dd395-e3af-4d88-8e95-8753f3562b0d,Rear End
fe0096e6-7b34-402a-b778-ec3b28925498,Rejected Repair
cb7680d7-39f3-4c96-801a-972508139222,Rollover
8d681a98-2cdd-4f05-af6b-36f02a35aec0,Side
b7a6d8d5-a3d0-415e-9e27-bd95bda8b082,Stripped
e8bd251a-bc57-4f70-aeb5-81207785615f,Top/Roof
770e28a7-26ec-4fea-b612-091b568b61a7,Undercarriage
180bd46f-865e-4f6a-92c4-3d65e7e2e000,Vandalism
f3b00d0e-b769-42c0-afbc-eea8f8abefc4,Water/Flood
