6d6b5f5c-a3f1-4019-b653-1dcad0f6e344,Flexible Fuel,14d0a0a5-f0ae-45b3-a17b-8f58c191f550
25d23872-23b0-47a9-a257-c9b4920e1fc2,Flexible Fuel,5d25401b-9787-420f-a4c7-3a0160a7abd0
b58091f1-7812-487a-98a1-d4ad8c6a8deb,Diesel,ab4eb20a-3b2a-4624-aa5b-d284226954ab
29780a0b-7fb5-4ca4-8a60-f747db6eb3bd,Diesel,9625bdc4-5c8a-484c-9806-91120db0867a
b23a7f52-2f08-4c14-825a-106df58218a6,Gas,10a6bc75-7b94-4331-a4a5-6a6920a3e06c
606dc58d-2597-4f96-a648-0a9b56865b59,Hybrid Engine,10a6bc75-7b94-4331-a4a5-6a6920a3e06c
7435a9e9-af4e-472f-a009-e61cf75c572f,Diesel,2ddbd055-ce17-45ef-822c-1f0cf08cb431
b9a20e35-9d57-4192-a6dd-afc3075fef77,Gas,14d0a0a5-f0ae-45b3-a17b-8f58c191f550
93e5a44f-c371-4971-bc7f-71cda1969f68,Hybrid Engine,ab4eb20a-3b2a-4624-aa5b-d284226954ab
ad384974-6933-46f8-83e5-82b692664db8,Compressed Natural Gas,fa15aba9-1877-4cbf-bc3a-9d4e8fd8b422
95453a7a-eea4-4a42-b47d-5df9a19281a0,Diesel,fa15aba9-1877-4cbf-bc3a-9d4e8fd8b422
8b4ced54-a2d8-4190-8f79-16fbf3fa82cc,Gas,fa15aba9-1877-4cbf-bc3a-9d4e8fd8b422
feeee08a-a69b-46d4-8b24-9e4bf1e5d2cb,Hybrid Engine,c2bb1999-bbab-4135-972b-4525236d1882
10ac8cee-08ca-4764-99f0-614b43ffcc8f,Electric,337f7754-740e-49a3-ba13-7fdf876fb869
b3ab5d8c-1ef2-4210-b7df-754fa0c13768,Diesel,85f9c858-9aae-4adb-b71c-2922ff77f033
131b77c5-2514-47d1-92aa-ec1016a2126d,Flexible Fuel,ce37a049-03d7-4309-b7a8-84441ae7995d
fee41ce1-b2a7-4eab-85e9-7a1fe301d6dd,Flexible Fuel,8214f036-02d6-4823-b149-b301ccb3b672
427fd4bc-50ad-48a1-b593-a08ed77558eb,Flexible Fuel,c4fa6202-591c-4703-b7d2-05926ee29883
c2410645-18bb-40d4-92f0-560e52912680,Gas,c4fa6202-591c-4703-b7d2-05926ee29883
e7c93f73-af8c-404c-8f8e-2c0b01cf1e07,Hybrid Engine,c4fa6202-591c-4703-b7d2-05926ee29883
